datetime,eastward_wind mean,eastward_wind var,eastward_wind max,eastward_wind min,relative_humidity mean,relative_humidity var,relative_humidity max,relative_humidity min,northward_wind mean,northward_wind var,northward_wind max,northward_wind min,air_temperature mean,air_temperature var,air_temperature max,air_temperature min,surface_downwelling_longwave_flux_in_air mean,surface_downwelling_longwave_flux_in_air var,surface_downwelling_longwave_flux_in_air max,surface_downwelling_longwave_flux_in_air min,precipitation_flux mean,precipitation_flux var,precipitation_flux max,precipitation_flux min,air_pressure mean,air_pressure var,air_pressure max,air_pressure min,surface_downwelling_shortwave_flux_in_air mean,surface_downwelling_shortwave_flux_in_air var,surface_downwelling_shortwave_flux_in_air max,surface_downwelling_shortwave_flux_in_air min
2020-10-07,-0.2733396897397778,0.011789985652511789,-0.04191972672318422,-0.49447532321371707,0.7976612210017379,0.0006206439153257616,0.8430254586537679,0.751280182202657,0.4552004067947017,0.007432624513985807,0.6301076787575665,0.27363249959631103,289.3724789855301,0.09683605110074685,289.8306658426921,288.70683610704214,323.3982792926091,8.694093026319042,329.276860555013,318.1967697143554,0.0,0.0,0.0,0.0,96584.38320102486,937.6654212055247,96647.62782118056,96528.00596788194,167.49059139784947,86.15196254091302,175.5,151.33333333333334
2020-10-08,0.41284610334031474,0.03397740161156528,0.8086666563241226,0.028668289955627767,0.8924983300444901,0.0005295592694601146,0.9320351600646973,0.8494761313332452,0.19569875466479592,0.04379362343089843,0.6629129483933663,-0.23711237218230963,286.79146121445524,0.24630718557868894,287.6548731486003,285.76648186577694,348.07008423343785,126.6178365652566,367.98985799153644,327.0103123982747,1.26941459478194e-06,5.047236753808903e-12,6.94444454792473e-06,0.0,96454.20264196908,1113.343209967684,96522.87337239583,96383.36046006944,68.41801075268818,300.6833378811727,93.0,52.333333333333336
2020-10-09,0.5860415978200489,0.04650492683121075,0.9845663865821229,0.0924795519871016,0.8340456299115253,0.0004234304811384177,0.874471344947815,0.7946815167533027,-0.07609959906442791,0.04464937074479264,0.3704822690019178,-0.501487992083033,286.60487374746674,0.20736100774070554,287.4446562025282,285.5987191094293,327.0629690847089,108.34522389310855,349.25,309.2537485758464,0.0,0.0,0.0,0.0,96446.70010080644,991.9810478146552,96512.56282552083,96382.712890625,133.3185483870968,97.84785171471975,142.66666666666666,118.41666666666667
2020-10-10,1.9934264502409216,0.31313403242477994,2.8663681662744946,0.8798358761107212,0.8899918319332984,0.00018681268931064566,0.9143950345781114,0.863967628479004,0.7478787762173001,0.3447571945615881,1.625847144259347,-0.3136719361775451,285.62983113770844,0.07947334543859634,286.0745839436849,284.96957889133034,344.32290854505317,35.92929039288772,355.4084930419922,332.57555135091144,0.00037921272057628725,1.300668883020725e-08,0.0005721450706276955,0.00018190586318572364,95920.24027637769,2952.2235354284876,96016.48133680556,95803.70366753473,110.502688172043,350.8684231828276,128.12499999999997,85.37499999999999
2020-10-11,2.0863822734641206,0.056791856029056044,2.5382117757366762,1.6112234104010794,0.9568138143067718,5.0047199085803755e-05,0.9691057067447238,0.9389888339572483,0.06418020450272248,0.07465791302050025,0.6157593778528584,-0.48662560479715466,281.909432901362,0.03508969803011733,282.29531334771053,281.5307445949979,338.05389650406374,20.241626962885025,345.05052439371747,330.1992467244466,0.00023653425302984038,6.901395166105581e-09,0.0003721064789059722,9.625771715317244e-05,96727.56560819893,2021.012274825599,96825.44607204861,96639.02517361111,23.34811827956989,36.91793842552399,33.66666666666667,16.875
2020-10-12,1.0323264993332038,0.14450126991422044,1.7092535737901926,0.4307069867435429,0.8661036042244205,8.624054557247243e-05,0.8815167215135363,0.8490679878658719,1.7963008578717758,0.07333400717936564,2.332838457232962,1.2914173114630911,284.3246552334037,0.04974114158115945,284.74793480767147,283.8534086439345,324.6239765126218,25.44451596614182,336.5833333333333,315.84314727783203,0.00020398123478643042,7.037133389655217e-09,0.000347415121893088,0.00010262345616349283,96891.10105846774,1425.6991381305472,96967.27256944444,96808.41200086806,132.12231182795696,94.80996583756324,140.12499999999997,113.0
2020-10-13,1.4140702333440254,0.1279138324507261,2.089741947957211,0.5878391603732275,0.8395181540007233,0.0007957001227176555,0.8845078881581624,0.79043047481113,-0.4276397381871638,0.13723737254191234,0.3502424890175462,-1.1230421587824821,283.37816144881714,0.09425002778775515,283.9353089226617,282.82153727213546,336.0247496328046,30.393943713054785,344.2737121582031,324.09693654378253,0.00024944619088975345,2.0088059966750314e-08,0.00047106482433498204,8.294753235891279e-05,96850.76118321573,2858.14962512541,96943.78580729167,96721.60080295139,59.6747311827957,85.99069646630068,72.79166666666667,48.75
2020-10-14,0.46903724394743684,0.044089645798667705,0.867063624991311,0.005996656500630924,0.8905728199661419,0.0003818235173099595,0.9217669444613986,0.8563583114412096,1.0663766770658674,0.050997774846512856,1.479575642074148,0.5911081777885556,282.11207368091874,0.10748117387040534,282.6314153035482,281.4740865919325,300.13717745709164,81.22452859170852,316.81579844156903,284.3306427001953,4.993404089625255e-05,3.012996720580827e-10,8.198302595611708e-05,2.2183642219637094e-05,97761.98285240255,1365.9696949274378,97841.0556640625,97690.97254774306,125.4166666666667,257.55994562589984,139.25000000000003,101.83333333333337
2020-10-15,-0.8919079603836372,0.02253762545341445,-0.5910388349244992,-1.1848311836106908,0.7782883188288698,0.00023083643706893386,0.8026787360509237,0.7486396137873331,0.2862224951270662,0.016566090657707328,0.5569603939851125,0.04655893620414039,281.41822319440945,0.026257337912761913,281.7110254923503,281.0830657111274,270.3839995681598,3.4879708978001918,273.9804280598958,267.76355743408203,8.213859165887739e-07,2.490968782729137e-12,2.507716043633811e-06,1.9290123744235364e-07,98421.31586021505,1081.0483260956378,98493.45052083333,98358.49424913194,156.0658602150538,9.72848900826938,158.00000000000003,150.4583333333334
2020-10-16,0.018056790686152385,0.02440167938400757,0.3322594102679028,-0.27076931649612057,0.7116046985503166,0.0005012680541544762,0.7626664034525553,0.670825573073493,-0.566132939502006,0.021121240691315043,-0.2767431067509784,-0.8463441031053662,282.26082246841924,0.0790896147577934,282.8102288140191,281.72531153361007,316.82913560764763,31.88760964175718,331.76309967041016,309.32359822591144,9.147252227105156e-07,7.40184563645529e-12,5.979938288851653e-06,0.0,97935.00557585685,1064.333315497369,98002.6245659722,97873.81922743056,45.048387096774185,41.14719358539082,53.25,39.33333333333333
2020-10-17,0.09647453537223967,0.04473618367108256,0.4865043880369437,-0.3627857703508602,0.8328571895886493,0.0002688494337256244,0.8626073201497396,0.7982211568620469,0.8581347323838941,0.0315864414318081,1.2406286630365584,0.5281908272299916,283.8804870605469,0.07079801263413081,284.4711950514052,283.39270256890194,325.88961266958586,25.385837288553336,333.0,316.23004150390625,1.2735215302505568e-05,7.703220253469144e-11,2.6427469687697328e-05,3.472222273962365e-06,97341.22481938843,1187.7111938470669,97407.28407118056,97261.64572482638,110.6545698924731,267.2710800705872,130.62499999999997,93.58333333333333
2020-10-18,0.5033219440462148,0.045443938594508924,0.9199958643617316,0.0340069236440791,0.785161611854389,0.000898801204576907,0.8413615671793621,0.7254583067364163,-0.083459502932558,0.0480849894924452,0.3242743637205826,-0.5499336366903865,283.42270702239006,0.09501877327902891,284.0270740085178,282.8888916863336,349.4222190200642,22.95523325299493,355.2923838297526,340.5299428304036,2.8732328347257948e-05,4.2719251003582986e-10,8.217592689174193e-05,1.0802469469238947e-05,97204.48901629704,1342.064838361716,97271.04144965277,97117.57497829861,25.12768817204301,30.49769349736215,32.416666666666664,17.416666666666664
2020-10-19,-0.15357026105786684,0.06378028005816477,0.3708898678499584,-0.7047201979181005,0.9427362795799009,9.91522434088802e-05,0.9604394732581244,0.9227832391526963,1.4050659458353234,0.03300144174778899,1.7681203832228978,1.0373384859154207,283.9433016295074,0.08545227380105526,284.54367472330733,283.35166320800784,342.4424913057717,32.491747747399465,352.0584767659505,330.8730112711589,3.958208944959316e-05,1.6373942867521477e-10,6.558641952313023e-05,1.736111154227897e-05,97265.79561491935,1191.066982371083,97326.67947048611,97192.68055555556,55.67204301075268,147.56391778196684,67.3333333333333,39.95833333333333
2020-10-20,-0.705003944339521,0.04076801513167858,-0.2942156888441079,-1.1033161142840981,0.8819954886487736,0.0008936482480100828,0.9226615164015027,0.8418641270531548,0.8127017756848925,0.041177543599394156,1.1787528208353453,0.40359469296203715,281.7741650489069,0.33390396058965366,282.72751430935335,280.8189759148492,310.2919725807764,155.79742594625932,331.875,291.875,4.505177297563025e-06,1.3150087730204825e-11,1.2731481584961768e-05,7.716049497694146e-07,97423.69242481519,996.2449225507083,97489.72276475695,97364.92274305556,83.19354838709677,667.823501445119,109.70833333333333,42.29166666666666
2020-10-21,-1.2109633075093391,0.04849310464636448,-0.7887042990575234,-1.6333659514784813,0.8509155430332306,0.0008169469533085568,0.8974603515201145,0.7962691693835788,1.2214428266780752,0.043115732680235476,1.6023285874269073,0.7294591171149577,280.367761763706,0.11380235301996457,281.00430492824984,279.59927563137484,287.5526721503145,120.450982428815,308.9700571695964,266.4157435099284,1.5942354025248747e-05,1.192765038286139e-10,3.6265433760198914e-05,5.401234734619473e-06,97175.13012432796,955.4926922906672,97239.11306423611,97116.46202256944,117.26747311827957,212.7428897241248,127.5,91.54166666666663
2020-10-22,-0.5846644782768537,0.01688979275131277,-0.3388646056927327,-0.8339079539808961,0.7639793959484306,0.00040498142305024073,0.7969968477884928,0.7191443554560344,0.21613475956743763,0.021047135446683005,0.5153953230215443,-0.07403360721137789,278.1782737731934,0.10636305911293037,278.7826977199979,277.7425416734484,254.43416611866283,54.51378645201823,268.2944920857747,245.90318298339844,3.0988650606023103e-06,2.1489168156335474e-11,6.944444720391873e-06,3.858024748847073e-07,97676.43176663306,1110.4690712700774,97740.66612413194,97606.80881076389,139.21774193548387,28.500626340402395,145.125,131.95833333333331
2020-10-23,0.23324471593819437,0.03486067535563209,0.6105128521901659,-0.1320315525453124,0.7122840763420187,0.000995921928589082,0.7713455782996284,0.6495809602737427,-1.6568365320563316,0.029608989164200867,-1.2980354867047734,-1.9683671742677689,277.16839054887015,0.07038085019181169,277.64773076375326,276.70681237114803,283.5441394928963,12.55225357303344,291.00889841715497,277.8214632670085,2.5245171667668968e-05,2.6352990896933004e-10,5.054012446859737e-05,6.751543094898447e-06,97301.55717615927,1099.8637796971009,97368.72189670139,97230.89561631945,25.03763440860215,7.881284248976969,27.624999999999996,22.25
2020-10-24,0.38372025651758995,0.02829559579135371,0.7259904791652741,0.03709587033113671,0.8904597943828952,0.0003802221218065498,0.9207642364501952,0.8518074544270834,-0.9192798741495736,0.040626106148717187,-0.5106503874477414,-1.3082620922812365,278.7393854284799,0.0716176856414411,279.2945190429688,278.17781389024526,333.17085811656005,26.10978025900367,338.0416666666667,320.125,4.309538095074582e-05,1.1871974913668738e-09,0.00012403549696893694,1.5239197456128435e-05,96808.86634744624,937.6983375163444,96866.240234375,96746.9794921875,29.21102150537634,146.51439443406275,47.04166666666668,19.08333333333333
2020-10-25,-0.02215228734321402,0.010125463415638452,0.17595495614740583,-0.21407497359905392,0.5489476164951119,0.0003226411967350844,0.5846711042192246,0.5187891194555495,-3.258408365070179,0.007895452068571276,-3.079567164182663,-3.430484523375829,274.20701558923207,0.022114476803872508,274.4840086195204,273.9361206054688,223.6994233900501,3.659264380163407,227.20833333333334,220.20833333333334,2.4890482250626274e-08,1.0371034425634735e-13,1.9290123744235364e-07,0.0,97941.9473391297,958.0207200506505,98000.57096354167,97880.18370225694,127.70161290322578,7.971158113015132,131.24999999999997,124.62499999999999
2020-10-26,-0.05739491992293335,0.020143531930221902,0.2389541566727631,-0.3220942122085641,0.44592776962505876,0.00015919199344642488,0.47294814719094164,0.4216552713182237,-0.9495063473342827,0.01624767803833358,-0.7052686100618706,-1.1763111783398523,275.317526507634,0.08616408897697915,275.9066363864475,274.8377213372125,247.96576034381826,22.565382409719437,259.1666666666667,240.875,0.0,0.0,0.0,0.0,98161.46238659274,770.2730652219956,98215.31922743056,98108.04654947917,133.48521505376348,0.7627505509201118,134.12500000000003,131.33333333333337
2020-10-27,-0.6365929790972782,0.01472580406520655,-0.40365667273807854,-0.8768938324517674,0.7918039921278596,0.000315580193359298,0.8313710467020671,0.7631478569242689,0.10646687894659017,0.009059407868369828,0.29843837995496064,-0.073552422846357,277.5443225245322,0.05972454066582872,277.8529271443685,276.971391720242,256.1971628742833,12.12703668704627,264.9131164550781,252.83904012044272,0.0,0.0,0.0,0.0,97954.70000630041,707.5942997314584,98004.32063802083,97895.79796006944,131.1491935483871,69.30179342914614,134.16666666666666,113.16666666666669
2020-10-28,-1.036957794359775,0.020060451873010938,-0.7355297598987818,-1.2992854797177844,0.8169902265712778,0.00022822078039029373,0.8451063272688124,0.7842833995819092,0.09070190978586996,0.014323667746781845,0.36168869760715294,-0.1266614111761252,281.4989516227476,0.037439319772507744,281.8914322747125,281.10520960489913,278.6415552939138,5.118150349569553,284.15503184000653,274.39974212646484,0.0,0.0,0.0,0.0,97569.30538054435,702.0416827883711,97628.58355034723,97516.91232638889,127.03091397849461,35.81134547820816,130.95833333333334,119.125
2020-10-29,-0.8257694056392797,0.03053525123006631,-0.4583279991832872,-1.1435572682465944,0.8623898704077608,0.0002962005061246889,0.8960629118813408,0.8344892586602105,0.44783110634776796,0.01463367640847732,0.7309995167371298,0.2257100393698137,283.4139118481708,0.10147797639496824,284.0967659844293,282.8701013353136,288.3241743272351,65.95137160847047,307.74767303466797,279.8441645304362,0.0,0.0,0.0,0.0,97281.15009660619,680.393842793658,97335.8740234375,97228.28559027777,119.96639784946238,64.93888714021271,129.25,104.875
2020-10-30,0.19622633381094534,0.04828485699186305,0.5974156605726522,-0.21921735267258355,0.873691537918583,0.0004504428448380046,0.913464182747735,0.8349464416503906,0.43194689594900176,0.04995608042055344,0.8658222382267317,0.004124473780393619,281.76022983674085,0.14134398340691795,282.4337207370334,281.0193806118436,294.58677300073765,16.900271636452175,302.4398701985677,287.8043950398763,3.33843595272821e-05,7.661198621960424e-10,7.58101877376989e-05,1.0223765584444742e-05,96942.28049395162,937.7669789352896,97007.20746527777,96875.06141493056,94.08064516129032,175.54790043283512,101.87500000000001,70.66666666666667
2020-10-31,-0.8415269481508884,0.013479320196800903,-0.617853375358714,-1.0838464709619682,0.7784677600091503,0.000288864333044126,0.8084764030244616,0.748197841644287,-0.01848545176307519,0.012650076078581695,0.21259374813073215,-0.2169030255948504,279.3962740416168,0.02807018305042427,279.7652043660482,279.07628529866537,261.13327629335464,12.735304122912908,269.7083333333333,255.3050765991211,9.271704638358288e-07,4.574778474504497e-12,4.0509260294062115e-06,1.9290123744235364e-07,97657.2982295867,875.0811622385912,97714.43706597223,97588.67719184027,120.869623655914,7.623726329140783,123.87500000000001,117.58333333333339
2020-11-01,0.06579603420154902,0.004971540421296009,0.21364931353471348,-0.07981150861208638,0.556898607028428,0.00027578348673173606,0.5914641454484727,0.5255162572860718,-2.478552741389121,0.005448304617404333,-2.311417920721902,-2.6465858469406762,282.0375937267017,0.008185746659148528,282.2316914028592,281.8557762993707,269.00969979070845,1.7152839864509717,271.9166666666667,266.78995513916016,0.0,0.0,0.0,0.0,97467.94675109208,706.8988026463147,97522.89312065973,97413.4794921875,123.98790322580645,1.6195449057066795,125.20833333333333,122.45833333333336
2020-11-02,0.6908815058826979,0.0028001080197468733,0.793141285992331,0.5830474329931247,0.602960812814774,0.00037647885780743855,0.6487561172909206,0.5680188957850139,-2.2469142382383667,0.007541384386255425,-2.0642452090978622,-2.409834434174829,283.89772083733675,0.010074134732519597,284.1257403055827,283.6949058532715,272.4828837815151,2.030623990457455,275.82512919108075,269.5,0.0,0.0,0.0,0.0,97231.85807291667,685.8632345718219,97289.13758680556,97181.591796875,122.90725806451611,6.176740130475944,125.08333333333333,120.29166666666661
2020-11-03,1.2304214580004575,0.014272513862392018,1.488785144355562,1.0124590885308054,0.7291219861533053,0.0006847649416440797,0.7834513325161404,0.6768644248114692,-1.8269621842410615,0.018676544825003128,-1.5600766634775534,-2.0839310644401445,282.70536640946585,0.03578217282511348,283.0871283637153,282.32490353054476,306.5435306179908,7.8410832956892085,312.54273986816406,302.0416666666667,5.8169057433263845e-05,2.4891885093554083e-09,0.00014795525390424844,1.793981495278853e-05,96763.20633820565,926.7243617146815,96822.35091145833,96699.35611979167,21.903225806451616,6.917867642052898,25.08333333333334,18.166666666666664
2020-11-04,2.2722407513728706,0.040095510716388574,2.8075263135963016,1.8895177245140076,0.9746357225602673,8.956450728191394e-05,0.9859086810217964,0.9513595634036593,-0.5274986600570921,0.05602686963481073,0.005932142285423161,-0.9728096247547202,285.4011696928291,0.06671178016493864,285.9258455064562,284.9533409966363,368.68172655823406,7.7072113249323,372.9243570963542,362.49224853515625,0.00015506770514835998,1.0763140325393446e-08,0.0003047839593556192,4.880401397836797e-05,96969.65390835014,1132.288997743435,97032.35101996527,96899.79177517361,16.875000000000004,105.20888921251579,30.750000000000004,9.166666666666666
2020-11-05,1.4006477942444906,0.1255217870298057,2.0735713220718837,0.7838183550371065,0.9573746284361809,7.796339693285723e-05,0.9727323818206787,0.9377713712056478,0.3936764802301793,0.11103400740742271,1.0520603978075087,-0.24058819851941535,284.75788580781676,0.0443947231012049,285.21283026801217,284.33332256741,359.75478728099534,12.071319221825311,366.19859313964844,352.7829132080078,0.0002455632757448915,1.022476445318318e-08,0.000480516990761698,9.124228627317482e-05,97247.18895959342,1490.7146197284321,97325.33745659723,97162.21419270833,7.575268817204301,16.063022157353014,12.958333333333336,3.4583333333333335
2020-11-06,0.39048288242612283,0.2532945800467971,1.5652334917750623,-0.48286128903014786,0.9593425659466815,0.00012302722254637404,0.9774307028452555,0.9317880789438884,-0.09888343722293509,0.16291471837581298,0.6930783662634591,-0.8306951163233154,280.2648632582798,0.0677194081421363,280.74776441786025,279.6380600823297,337.31207258983324,30.1580755107033,345.15892028808594,322.0259297688802,0.00022955122954211756,1.213258266612385e-08,0.00046932871694918034,7.368827399648266e-05,96091.74637726815,2685.7072147765853,96193.89453125,95992.80588107639,16.263440860215056,74.60210930352387,27.791666666666668,9.458333333333336
2020-11-07,-0.4680931671592657,0.0347931149831609,-0.06049974386890731,-0.8151019652788011,0.9562513906212263,6.567589994859756e-05,0.9711741256713867,0.9370977454715305,0.5242351942405187,0.026981141194141925,0.8595042874415716,0.20932052372437382,275.4284874372585,0.047699621209771566,275.870750257704,275.0143812391493,276.6425793555475,44.37790823154965,288.6060511271159,266.0,1.7883811595362708e-05,1.1387204205201286e-10,3.6844137458153714e-05,8.680555670533651e-06,95988.89158056116,1111.7828813729448,96060.12879774306,95922.74077690973,18.557795698924732,29.96583734294639,26.249999999999996,13.08333333333333
2020-11-08,-1.3537885173435464,0.01573253503816729,-1.1074525616649125,-1.578450146234698,0.8624656819784513,6.1636961127115e-05,0.8750110122892591,0.846441961924235,0.6218558528350405,0.013377287300850681,0.8345526953538259,0.3468654305777616,274.10153650263305,0.05227921329314023,274.584056684706,273.7666289435493,240.88609740554645,24.763514833335478,249.03967793782553,234.04160181681314,6.179062272034429e-06,2.5047969937879445e-11,1.3117284519758858e-05,2.700617324192951e-06,96110.60379914315,1131.500461607811,96181.13661024306,96041.14919704861,97.89784946236561,0.5057849701190876,99.12500000000001,97.20833333333337
2020-11-09,0.4879348989218093,0.008289893026222767,0.6696491407023535,0.30870674390138847,0.7966236789764897,0.00043239962129438685,0.8383930418226454,0.7568974351882934,-0.43523385831510386,0.013391705021841739,-0.22577411702109706,-0.6695416081282827,273.5352460471533,0.009675315526063818,273.72764485677084,273.3459534539117,246.11865349226102,7.430447780267258,250.63288370768228,240.79166666666666,0.0,0.0,0.0,0.0,97282.80939180107,724.3622381905215,97342.94118923612,97230.26519097223,69.18145161290323,18.811471232651183,74.41666666666667,63.75
